optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_evaluation_window,param_improvement_threshold,param_pop_increase_factor
maes,threshold_reset,bbob_f016_i74_d02,2,75.37925107542044,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f016_i75_d02,2,-18.97602861670525,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f016_i76_d02,2,-140.16466275403823,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f016_i77_d02,2,114.73974730171187,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f016_i78_d02,2,82.40430502922224,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f016_i79_d02,2,120.31029230542408,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f016_i80_d02,2,-543.5387582267671,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f017_i01_d02,2,112.118301274901,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f017_i02_d02,2,18.947743548916804,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f017_i03_d02,2,289.5862204213215,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f017_i04_d02,2,42.23310836515375,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f017_i05_d02,2,-139.6899004560779,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f017_i71_d02,2,482.04753395161873,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f017_i72_d02,2,36.171231557695144,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f017_i73_d02,2,48.870313076754286,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f017_i74_d02,2,-30.02008297509299,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f017_i75_d02,2,374.57496676558515,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f017_i76_d02,2,49.00874160976432,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f017_i77_d02,2,-319.09091366156383,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f017_i78_d02,2,92.41022453199764,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f017_i79_d02,2,756.2085982781416,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f017_i80_d02,2,52.870754163406694,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f018_i01_d02,2,-5.037427534305831,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f018_i02_d02,2,391.0862388575634,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f018_i03_d02,2,434.7043148333885,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f018_i04_d02,2,42.23088856932217,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f018_i05_d02,2,-108.24279108869888,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f018_i71_d02,2,518.1022463926024,30001,1,0.6875,10,1e-06,2
